id,name,type,taluka,zone_group,pin_codes,aliases,status,confidence,needs_review,coordinates_source,source_ids,last_updated
area:nizampura-road:b4d3f809,Nizampura Road,locality,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sama-savli-road:5afcbd54,Sama Savli Road,locality,Vadodara,,,Sama-Savli Road,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:kalali:4bad7a0b,Kalali,locality,Vadodara,,,Kalali Road,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:vadi:ac926114,Vadi,locality,Vadodara,,,Vadi Wadi,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sevasi:07caca15,Sevasi,village,Vadodara,,,Sevasi Road,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:bhayli:d977fe8c,Bhayli,village,Vadodara,,,Bhaili; Bhayali,single_source_needs_review,0.4,True,demo_fixture,src.seed.curated,2026-07-20T14:26:48+00:00
area:sindhrot:888fdc73,Sindhrot,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:angadh:473171fe,Angadh,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:undera:bb74db83,Undera,village,Vadodara,,,Vundera,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:vadadala:c3f1a717,Vadadala,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:jaspur:f8c4b853,Jaspur,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:fajalpur:a1d6934f,Fajalpur,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sokhda:404c0c02,Sokhda,village,Vadodara,,,Sokhada,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:por:ad5cd74d,Por,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:maneja:d77956d9,Maneja,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:kapurai:560759d7,Kapurai,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:dashrath:c52e63c0,Dashrath,village,Vadodara,,,Dasrath,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sherkhi:6c7cc6a6,Sherkhi,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:karachiya:9ee922f6,Karachiya,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:bill:8b8ac2ee,Bill,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sayar:9f5728e8,Sayar,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:sanhalim:eafe1d37,Sanhalim,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:ankhol:a71dd9a3,Ankhol,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:nandesari:c1715974,Nandesari,village,Savli,,,Nandesari GIDC,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:koyali:347cdb4f,Koyali,village,Savli,,,Koyali Refinery,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:ranoli:23a47125,Ranoli,village,Savli,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:bajwa:a7d6aa7a,Bajwa,village,Savli,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:manjusar:f438a713,Manjusar,village,Savli,,,Manjusar GIDC,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:por-ramangamdi:cb729566,Por Ramangamdi,village,Vadodara,,,Ramangamdi,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:itola:641df9c1,Itola,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:vemardi:2976f9b1,Vemardi,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:dodka:649a7cab,Dodka,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:vasna-kotaria:abd88f96,Vasna Kotaria,village,Vadodara,,,Kotaria,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:samiyala:cd836002,Samiyala,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:kotna:cab863a0,Kotna,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:ajod:e03cca32,Ajod,village,,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:karachiya-sim:2989d8b3,Karachiya Sim,village,Vadodara,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:ekalbara:cb4605ff,Ekalbara,village,Padra,,,,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
area:dabhoi-road:fa32417f,Dabhoi Road,village,,,,Dabhoi,single_source_needs_review,0.4,True,,src.seed.curated,2026-07-20T14:26:48+00:00
